RName,FName,FWidth,RAddr,RWidth,Offset,FAccess,FReadSideEffect,FDefault,FDefaultType,FVisibility,RArray
eSCOLTCNTL0,SYNTYPE0,1,220,32,3,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL0,eSCOEDRTX0,1,220,32,4,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL0,eSCOEDRRX0,1,220,32,5,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL0,RETXNB0,8,220,32,16,R/W,None,8'h01,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL0,RXTYPE0,4,224,32,0,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL0,RXLEN0,10,224,32,4,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL0,TXTYPE0,4,224,32,16,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL0,TXLEN0,10,224,32,20,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL0,TXSEQN0,1,224,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCODAYCNT0,DAYCOUNTER0,11,228,32,0,R/W,None,11'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,TeSCO1,8,230,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,INTDELAY1,5,230,32,8,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,ITMODE1,1,230,32,13,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,eSCOCHANEN1,1,230,32,14,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,eSCOCHANSWEN1,1,230,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL1,TOG1,1,230,32,31,R,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL1,MUTEPATT1,16,234,32,0,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL1,INVL1_0,2,234,32,16,R/W,None,2'h2,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL1,INVL1_1,2,234,32,18,R/W,None,2'h2,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL1,MUTE_SOURCE1,1,234,32,22,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL1,MUTE_SINK1,1,234,32,23,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTTXPTR1,eSCO1PTRTX0,14,238,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTTXPTR1,eSCO1PTRTX1,14,238,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTRXPTR1,eSCO1PTRRX0,14,23C,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTRXPTR1,eSCO1PTRRX1,14,23C,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL1,SYNLTADDR1,3,240,32,0,R/W,None,3'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL1,SYNTYPE1,1,240,32,3,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL1,eSCOEDRTX1,1,240,32,4,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL1,eSCOEDRRX1,1,240,32,5,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL1,RETXNB1,8,240,32,16,R/W,None,8'h01,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL1,RXTYPE1,4,244,32,0,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL1,RXLEN1,10,244,32,4,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL1,TXTYPE1,4,244,32,16,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL1,TXLEN1,10,244,32,20,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL1,TXSEQN1,1,244,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCODAYCNT1,DAYCOUNTER1,11,248,32,0,R/W,None,11'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,TeSCO2,8,250,32,0,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,INTDELAY2,5,250,32,8,R/W,None,5'h00,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,ITMODE2,1,250,32,13,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,eSCOCHANEN2,1,250,32,14,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,eSCOCHANSWEN2,1,250,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCHANCNTL2,TOG2,1,250,32,31,R,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL2,MUTEPATT2,16,254,32,0,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL2,INVL2_0,2,254,32,16,R/W,None,2'h2,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL2,INVL2_1,2,254,32,18,R/W,None,2'h2,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL2,MUTE_SOURCE2,1,254,32,22,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOMUTECNTL2,MUTE_SINK2,1,254,32,23,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTTXPTR2,eSCO2PTRTX0,14,258,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTTXPTR2,eSCO2PTRTX1,14,258,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTRXPTR2,eSCO2PTRRX0,14,25C,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOCURRENTRXPTR2,eSCO2PTRRX1,14,25C,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL2,SYNLTADDR2,3,260,32,0,R/W,None,3'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL2,SYNTYPE2,1,260,32,3,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL2,eSCOEDRTX2,1,260,32,4,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL2,eSCOEDRRX2,1,260,32,5,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOLTCNTL2,RETXNB2,8,260,32,16,R/W,None,8'h01,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL2,RXTYPE2,4,264,32,0,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL2,RXLEN2,10,264,32,4,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL2,TXTYPE2,4,264,32,16,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL2,TXLEN2,10,264,32,20,R/W,None,10'h000,Unknown,Public,"False;n;0;2;1;4"
eSCOTRCNTL2,TXSEQN2,1,264,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
eSCODAYCNT2,DAYCOUNTER2,11,268,32,0,R/W,None,11'h000,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,CVSD_BITORDER0,1,270,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,CVSDEN0,1,270,32,7,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,AULAW_CODE0,4,270,32,8,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,AULAWEN0,1,270,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,SAMPLE_TYPE0,2,270,32,16,R/W,None,2'h1,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL0,LINEAR_FORMAT0,2,270,32,20,R/W,None,2'h3,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,CVSD_BITORDER1,1,274,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,CVSDEN1,1,274,32,7,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,AULAW_CODE1,4,274,32,8,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,AULAWEN1,1,274,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,SAMPLE_TYPE1,2,274,32,16,R/W,None,2'h1,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL1,LINEAR_FORMAT1,2,274,32,20,R/W,None,2'h3,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,CVSD_BITORDER2,1,278,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,CVSDEN2,1,278,32,7,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,AULAW_CODE2,4,278,32,8,R/W,None,4'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,AULAWEN2,1,278,32,15,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,SAMPLE_TYPE2,2,278,32,16,R/W,None,2'h1,Unknown,Public,"False;n;0;2;1;4"
AUDIOCNTL2,LINEAR_FORMAT2,2,278,32,20,R/W,None,2'h3,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,PCMEN,1,280,32,0,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,LRSWAP,1,280,32,1,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,BYTESWAP,1,280,32,2,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,MSTSLV,1,280,32,3,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,MONO_STEREO,1,280,32,4,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,MONO_LR_SEL,1,280,32,5,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,LOOPBACK,1,280,32,6,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMGENCNTL,VXCHSEL,2,280,32,8,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,FSYNCSHP,3,284,32,0,R/W,None,3'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,DOUTCFG,2,284,32,4,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,LRCHPOL,1,284,32,8,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,PCM_IOM,1,284,32,9,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,LSB1ST,1,284,32,10,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,SAMPSZ,1,284,32,12,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,SAMPTYPE,1,284,32,13,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,SLOTNB,3,284,32,16,R/W,None,3'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL0,FIRSTACTSLOT,2,284,32,20,R/W,None,2'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL1,PCMCLKVAL,9,288,32,0,R/W,None,9'h000,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL1,PCMCLKLIMIT,8,288,32,16,R/W,None,8'h00,Unknown,Public,"False;n;0;2;1;4"
PCMPHYSCNTL1,CLKINV,1,288,32,31,R/W,None,1'h0,Unknown,Public,"False;n;0;2;1;4"
PCMPADDING,LSAMPPAD,16,28C,32,0,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
PCMPADDING,RSAMPPAD,16,28C,32,16,R/W,None,16'h0000,Unknown,Public,"False;n;0;2;1;4"
PCMPLLCNTL0,RL,20,290,32,0,R/W,None,20'h00000,Unknown,Public,"False;n;0;2;1;4"
PCMPLLCNTL1,A,19,294,32,0,R/W,None,19'h00000,Unknown,Public,"False;n;0;2;1;4"
PCMPLLCNTL1,OLC,11,294,32,20,R/W,None,11'h000,Unknown,Public,"False;n;0;2;1;4"
PCMPLLCNTL2,W,19,298,32,0,R/W,None,19'h00000,Unknown,Public,"False;n;0;2;1;4"
PCMSOURCEPTR,PCMSOURCEPTR0,14,29C,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
PCMSOURCEPTR,PCMSOURCEPTR1,14,29C,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
PCMSINKPTR,PCMSINKPTR0,14,2A0,32,0,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
PCMSINKPTR,PCMSINKPTR1,14,2A0,32,16,R/W,None,14'h0000,Unknown,Public,"False;n;0;2;1;4"
